id,Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Hwy (L/100 km),Comb (L/100 km),Comb (mpg),CO2 Emissions (g/km),Smog
a5ab12a3393,2022,Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387,1
114ee938f0e,2022,Lexus,LC 500,Subcompact,5.0,8,AS10,Z,15.1,9.6,12.6,22,294,2
df502912ab7,2022,MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.2,7.4,8.9,32,207,4
afb387f15fd,2022,Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8.0,35,190,2
0696dd98a49,2022,Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3.0,6,A9,Z,11.4,8.0,9.9,29,231,3
d2d6b99315f,2022,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3.0,6,A9,Z,11.3,8.3,9.9,29,232,3
ae5a761147e,2022,BMW,M5 CS,Mid-size,4.4,8,AS8,Z,16.1,11.0,13.8,20,322,1
a2986b1116d,2022,Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.4,11.8,24,275,2
917a90f04d9,2022,MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,39,170,4
cc187492332,2022,Lamborghini,Huracan evo Spyder AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,370,0
9297be23597,2022,GMC,Sierra 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,X,16.8,12.4,14.8,19,347,3
496177138f6,2022,Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8,AS8,Z,14.1,9.7,12.1,23,286,1
0eabafdd7b0,2022,Audi,RS 6 Avant quattro,Station wagon: Mid-size,4.0,8,AS8,Z,16.1,10.7,13.7,21,319,1
c890c3d24b4,2022,Audi,A8 L Sedan 55 TFSI quattro,Full-size,3.0,6,AS8,Z,12.6,8.3,10.6,27,248,2
c8d1ac11345,2022,Porsche,718 Boxster T,Two-seater,2.0,4,AM7,Z,11.2,8.7,10.1,28,236,0
de1b6a2f63c,2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,15.1,11.3,13.4,21,314,3
5ba1e8ce15f,2022,Bugatti,Chiron Pur Sport,Two-seater,8.0,16,AM7,Z,30.3,20.9,26.1,11,608,0
6a1ece3cf8f,2022,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2.0,4,AM7,Z,9.8,7.6,8.8,32,205,2
0493cc37d90,2022,Ram,1500,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,21,320,2
1c111777d17,2022,Chevrolet,Suburban (No Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332,3
d0dca58e939,2022,Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6,AS7,Z,12.5,9.2,11.0,26,259,1
f10b67e7627,2022,Nissan,Sentra SR,Mid-size,2.0,4,AV,X,8.2,6.1,7.3,39,171,4
43299c16ddd,2022,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279,2
a7cc43ea8cc,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.8,13.4,21,314,2
3eb01bd78ce,2022,GMC,Yukon,SUV: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3
334fa2b91e0,2022,Mercedes-Benz,A 220 4MATIC Sedan,Subcompact,2.0,4,AM7,Z,9.5,6.8,8.3,34,194,2
0889fb32d58,2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,341,1
415ed9bbce7,2022,Land Rover,Range Rover SVAutobiography,SUV: Standard,5.0,8,AS8,Z,17.1,12.6,15.1,19,354,1
b183ce3885e,2022,Jaguar,F-PACE P400,SUV: Small,3.0,6,AS8,Z,12.1,9.1,10.8,26,253,4
9a61514e522,2022,Buick,Encore,SUV: Small,1.4,4,AS6,X,9.7,7.3,8.6,33,201,4
8dfd1804f7b,2022,Audi,TT Coupe 45 TFSI quattro,Subcompact,2.0,4,AM7,X,10.5,7.9,9.4,30,218,4
82ac3976bd9,2022,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4,AM8,X,12.1,8.6,10.6,27,250,2
b0c0be780a2,2022,Maserati,Quattroporte GT,Full-size,3.0,6,A8,Z,14.4,9.3,12.1,23,281,1
892648ea63e,2022,BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,14.4,10.6,12.7,22,302,1
06feb7f22a9,2022,Volkswagen,Golf GTI,Mid-size,2.0,4,M6,X,9.8,6.9,8.5,33,198,2
58bf7f7fd59,2022,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.3,9.2,10.9,26,256,4
91a55be8352,2022,Porsche,Cayenne Turbo GT,SUV: Standard,4.0,8,AS8,Z,16.8,12.4,14.8,19,345,1
45e188fb1cb,2022,Audi,TTS Coupe quattro,Subcompact,2.0,4,AM7,Z,10.0,7.7,9.0,31,209,1
2931952d0b8,2022,Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.6,11.9,24,278,2
a028ad633de,2022,Alfa Romeo,Stelvio AWD,SUV: Small,2.0,4,A8,Z,10.8,8.3,9.6,29,226,1
21266ccb565,2022,Cadillac,CT5 AWD,Mid-size,3.0,6,AS10,Z,12.8,9.1,11.1,25,260,2
831618f46f9,2022,Audi,Q8 55 TFSI quattro,SUV: Standard,3.0,6,AS8,Z,12.8,10.5,11.7,24,273,2
a82324812e1,2022,Infiniti,QX60 AWD,SUV: Standard,3.5,6,AS9,Z,11.9,9.5,10.8,26,253,2
1768b69b8ed,2022,GMC,Acadia,SUV: Standard,2.0,4,A9,X,10.6,8.0,9.4,30,221,4
d8136e4e758,2022,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,283,1
77bd6dceeef,2022,Nissan,Qashqai,Station wagon: Small,2.0,4,AV8,X,8.6,7.3,8.0,35,188,3
9dbf7d85608,2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,5.3,8,A10,X,16.1,12.4,14.4,20,339,3
4eadb32e631,2022,Porsche,718 Cayman GT4,Two-seater,4.0,6,AM7,Z,13.0,9.9,11.6,24,271,2
ca07927b421,2022,Audi,S5 Cabriolet quattro,Subcompact,3.0,6,AS8,Z,11.3,8.4,10.0,28,233,2
b8e74514cda,2022,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.7,11.7,13.3,21,313,3
993d5f87bb5,2022,Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.6,5.6,6.2,46,143,2
ff640bea29a,2022,Mercedes-Benz,GLS 600 4MATIC Maybach SUV,SUV: Standard,4.0,8,A9,Z,16.3,12.2,14.4,20,338,2
2fee75f58c0,2022,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2.0,4,A9,Z,13.3,10.6,12.1,23,282,3
1ed0b38453d,2022,Ford,Edge AWD,SUV: Small,2.0,4,AS8,X,11.6,8.5,10.2,28,239,3
ebffb59fd80,2022,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,Z,11.0,8.0,9.6,29,224,3
96427fc40ba,2022,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
4931d8fc0d7,2022,Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4.0,8,A9,Z,14.3,9.5,12.2,23,285,2
a6a8b7f606f,2022,Hyundai,Elantra N,Mid-size,2.0,4,M6,Z,10.9,7.7,9.4,30,223,1
78c9430ce69,2022,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271,1
53c940bda35,2022,Volvo,XC60 B5 AWD,SUV: Small,2.0,4,AS8,Z,10.5,8.1,9.4,30,219,2
956a6227a9a,2022,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,AM8,Z,13.7,10.7,12.3,23,288,2
2d8e5a94a65,2022,Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,X,16.1,11.0,13.8,20,325,2
11f7f25af8b,2022,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
d6ec57179ce,2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A10,X,14.4,11.3,13.0,22,304,3
42e5a9ffef4,2022,Cadillac,Escalade 4WD,SUV: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281,1
eeedb41390d,2022,Kia,Seltos,SUV: Small,2.0,4,AV8,X,8.2,7.1,7.7,37,182,2
a9327c81b74,2022,MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,39,170,4
dafefe26c8a,2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,X,17.4,14.7,16.2,17,380,1
b41704b44d0,2022,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4,A9,Z,10.7,7.5,9.3,30,217,3
a94c7419bf5,2022,Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.2,8.8,32,208,2
439ab13d95d,2022,Porsche,911 Targa 4,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,24,275,2
e52fdb81bd5,2022,Nissan,Sentra,Mid-size,2.0,4,AV,X,8.0,6.0,7.1,40,167,4
87173b7e1ca,2022,BMW,M8 Gran Coupe,Mid-size,4.4,8,AS8,Z,16.1,11.0,13.8,20,322,1
bfeb6c251ad,2022,Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.7,9.6,11.9,24,280,1
48132db43a2,2022,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,12.5,10.6,11.6,24,274,3
985739d76fb,2022,Acura,MDX SH-AWD,SUV: Small,3.5,6,AS10,Z,12.6,9.4,11.2,25,263,2
791fde25d34,2022,Toyota,Corolla Hatchback,Compact,2.0,4,AV10,X,7.5,5.9,6.8,42,159,4
b4e0731cd98,2022,Volkswagen,Jetta GLI,Compact,2.0,4,M6,X,9.1,6.4,7.9,36,186,4
06232f02fd9,2022,Kia,Soul,Station wagon: Small,2.0,4,AV,X,8.5,7.0,7.9,36,187,4
26a4cebb9d6,2022,BMW,Alpina B7,Full-size,4.4,8,AS8,Z,13.9,9.6,12.0,24,279,1
53973530888,2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3.0,6,A10,D,10.5,9.1,9.9,29,265,1
fb5f86361e8,2022,Audi,Q3 45 TFSI quattro,SUV: Small,2.0,4,AS8,X,11.4,8.3,10.0,28,233,4
128d0c0126e,2022,Nissan,Versa,Compact,1.6,4,AV,X,7.4,5.9,6.7,42,158,4
c29528673cd,2022,Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.5,9.3,30,219,3
4b3ecf9ebb1,2022,GMC,Yukon XL (No Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332,3
42979f097cd,2022,Honda,Pilot AWD TrailSport,SUV: Small,3.5,6,AS9,X,12.3,9.5,11.1,25,260,1
97f31af9b22,2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,X,10.0,8.3,9.2,31,216,3
62246a116ed,2022,BMW,M4 Competition Coupe,Subcompact,3.0,6,AS8,Z,14.5,10.2,12.6,22,292,2
7fd91ca74dd,2022,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,10.3,10.0,10.2,28,238,3
26853e4b148,2022,Toyota,4Runner 4WD (Part-Time 4WD) ,SUV: Standard,4.0,6,AS5,X,14.8,12.5,13.8,20,321,2
e6eb511ee3d,2022,Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,10.8,9.1,10.0,28,238,2
ec5f2de10ea,2022,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,11.7,8.6,10.3,27,242,2
ea572974209,2022,Nissan,Versa,Compact,1.6,4,M5,X,8.6,6.7,7.7,37,181,4
97a21c4b477,2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,X,17.0,12.7,15.1,19,354,3
446c78f1b28,2022,Alfa Romeo,Stelvio,SUV: Small,2.0,4,A8,Z,10.3,8.1,9.3,30,218,1
126bcb0fc1e,2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.1,9.8,11.1,25,260,3
8df89082094,2022,Land Rover,Range Rover Velar P250,SUV: Small,2.0,4,AS8,Z,11.5,9.0,10.4,27,244,4
c9d6cd99ad5,2022,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,283,1
f8a04919a8c,2022,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305,0
aff44e25c2d,2022,Cadillac,XT5,SUV: Small,2.0,4,AS9,Z,10.8,8.2,9.6,29,225,4
a65facd292b,2022,Porsche,Macan S,SUV: Small,2.9,6,AM7,Z,13.8,10.1,12.2,23,289,2
02059415c62,2022,Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,Z,10.9,7.7,9.5,30,221,2
454ae9c4fe4,2022,Maserati,MC20,Two-seater,3.0,6,AS8,Z,15.4,9.5,12.8,22,295,2
8e6730f321f,2022,Porsche,911 GT3,Two-seater,4.0,6,M6,Z,17.0,13.1,15.2,19,355,1
e1a4b73d80b,2022,Hyundai,Venue,Mid-size,1.6,4,AV1,X,7.9,6.9,7.5,38,176,2
70292595051,2022,Volkswagen,Jetta,Compact,1.5,4,M6,X,8.0,5.5,6.9,41,161,4
191a0eec204,2022,Jaguar,F-TYPE R Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,1
cfbc7bd8f2b,2022,Porsche,Cayenne Coupe,SUV: Standard,3.0,6,AS8,Z,13.8,10.7,12.4,23,289,2
efb54ae5a7a,2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17.0,12.7,15.1,19,353,3
2fa2a19436c,2022,Kia,Telluride AWD,SUV: Small,3.8,6,AS8,X,12.7,9.7,11.3,25,266,2
9e35ae5e881,2022,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,1
c07e4067ec2,2022,Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.1,7.6,9.0,31,214,2
15ce1161dbb,2022,Mercedes-Benz,AMG G 63 SUV,SUV: Standard,4.0,8,A9,Z,19.3,15.6,17.6,16,412,1
77112d35202,2022,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.8,4,A6,D,13.3,10.6,12.1,23,326,1
804e41ffc7f,2022,Porsche,718 Boxster S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263,0
61d8d1f0734,2022,Mercedes-Benz,AMG SL 63 4MATIC+ Roadster,Minicompact,4.0,8,A9,Z,17.1,11.3,14.5,19,339,2
5d182e5f515,2022,Hyundai,Sonata,Full-size,1.6,4,AS8,X,8.8,6.4,7.7,37,183,2
70baf4b753b,2022,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4,AM8,Z,12.0,8.5,10.4,27,243,1
d51ec2c7eb6,2022,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4,A9,X,11.2,8.0,9.8,29,229,2
71fd484d499,2022,Audi,SQ5 quattro,SUV: Small,3.0,6,AS8,Z,12.5,9.7,11.2,25,262,2
3ef7344f16b,2022,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,X,7.1,7.9,7.4,38,176,4
4d5c727db26,2022,Kia,Sorento Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.4,7.0,6.6,43,157,4
a151879c4d7,2022,Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,26,253,2
d67e7655a5f,2022,Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,X,9.6,8.9,9.3,30,216,2
30c0dfcef8e,2022,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,1
05088d96426,2022,Audi,A3 Sedan 40 TFSI quattro,Subcompact,2.0,4,AM7,X,8.5,6.6,7.6,37,178,4
c3ec865f0b3,2022,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.1,9.4,10.9,26,256,3
48dbbac5818,2022,Hyundai,Elantra,Mid-size,2.0,4,M6,X,9.1,6.3,7.8,36,185,2
56fc650925f,2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,M6,Z,18.3,11.4,15.2,19,356,1
94af90ad9e5,2022,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331,2
0798cd49883,2022,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15.1,9.6,12.6,22,297,2
2652312e5ed,2022,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,263,3
446f697730b,2022,Porsche,911 Carrera 4S,Minicompact,3.0,6,AM8,Z,13.0,10.2,11.8,24,275,2
b6be95e69d5,2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,16.5,13.2,15.0,19,352,3
c10bf7adbc5,2022,Infiniti,QX55 AWD,SUV: Small,2.0,4,AV8,Z,10.5,8.3,9.5,30,223,3
997a74f9514,2022,Ford,Mustang,Subcompact,2.3,4,A10,X,11.0,7.4,9.3,30,220,2
2f2d9f460ea,2022,Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,X,8.4,6.8,7.7,37,181,3
d5b9e07e2c1,2022,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,12.2,10.5,11.5,25,269,3
e0f2f84f3ca,2022,Mazda,Mazda3 4-Door,Compact,2.0,4,AS6,X,8.4,6.6,7.6,37,178,4
83d0f0b5c19,2022,BMW,X7 M50i,SUV: Standard,4.4,8,AS8,Z,15.7,11.5,13.8,20,321,1
6248ec7dc73,2022,Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.9,6.5,7.8,36,183,4
5a1c3815c79,2022,Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,17,386,1
7c30c3aaa25,2022,BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,13.5,9.3,11.6,24,271,1
3f4f281cac5,2022,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225,2
d822bf02755,2022,BMW,M3 Competition Sedan M xDrive,Compact,3.0,6,AS8,Z,14.6,10.5,12.7,22,296,2
da0da043fde,2022,Hyundai,Elantra (ISG),Mid-size,2.0,4,AV1,X,7.1,5.5,6.4,44,151,2
de90525b62c,2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,X,15.1,10.7,13.1,22,308,2
323e1f187eb,2022,Chevrolet,Silverado 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,X,16.8,12.4,14.8,19,347,3
4e49b51d5de,2022,Hyundai,Kona,SUV: Small,2.0,4,AV,X,8.0,6.6,7.4,38,174,4
8f962bc1bf1,2022,BMW,X5 xDrive40i,SUV: Standard,3.0,6,AS8,Z,11.3,9.2,10.4,27,241,1
97d343500fc,2022,Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9.0,7.1,8.1,35,189,4
453fa959041,2022,Aston Martin,Vantage V8,Two-seater,4.0,8,A8,Z,13.1,9.6,11.5,25,270,2
73e8724be7d,2022,Mercedes-Benz,C 300 4MATIC Sedan,Compact,2.0,4,A9,Z,9.9,7.1,8.6,33,202,4
adf9dd21e74,2022,Bentley,Flying Spur,Mid-size,4.0,8,AM8,Z,15.5,11.6,13.7,21,323,1
4a15a420076,2022,BMW,M8 Gran Coupe Competition,Mid-size,4.4,8,AS8,Z,16.1,11.0,13.8,20,322,1
1ff291b6f89,2022,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,1
ff3fb82f77b,2022,Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.1,8.0,9.7,29,260,0
cf742d4b653,2022,Honda,Accord Sport/Touring,Full-size,2.0,4,AS10,X,10.4,7.4,9.1,31,211,4
311d4b28c25,2022,BMW,M8 Cabriolet Competition,Subcompact,4.4,8,AS8,Z,16.1,11.0,13.8,20,322,1
